,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Unnamed: 62
350359,Singapore,SGP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,6.05999994277954,4.800000190734861,4.699999809265139,4.51000022888184,3.97000002861023,4.550000190734861,4.480000019073491,3.9300000667572004,2.25999999046326,2.11999988555908,1.79999995231628,1.64999997615814,1.5,1.6900000572204599,2.6900000572204603,4.269999980926509,6.84000015258789,5.0,3.54999995231628,2.3499999046325697,,2.1800000667572,3.08999991416931,3.0699999332427996,3.02999997138977,3.29999995231628,3.5699999332427996,2.5,3.41000008583069,4.84999990463257,,2.7741000652313197,3.70469999313354,4.19600009918213,4.40000009536743,3.4000000953674303,2.9000000953674303,2.9000000953674303,2.79999995231628,4.099999904632569,2.07229995727539,1.87109994888306,1.7853000164032,1.7079999446868899,1.6868000030517598,1.69260001182556,1.8026000261306798,1.89890003204346,
382555,Thailand,THA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.447753850148302,13.3655673362757,10.8789951587465,8.186210926571631,5.69321973711674,4.61010017761248,3.67349666548456,4.64153124886552,10.6698437688435,20.0057997991992,21.964573516669102,24.578278855449,30.0703562721572,27.046022653341602,24.396438390163397,25.458134964906698,24.3806272249009,22.993451631814604,22.4502103239211,26.779225701795397,26.900830610083105,28.1320061571374,28.444725231275502,34.7818333986055,39.5686522173607,35.2648692911846,,,
382720,Thailand,THA,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,,,,,,,,,,,,,,,,-4.073860565680089,-2.5890327739497097,-5.54845015645517,-4.80169993053305,-7.623641306756441,-6.4176241040469195,-7.37858373900782,-2.74154390690188,-7.175976405453969,-5.044743443962179,-3.95191367549452,0.573196190188426,-0.725191797502125,-2.6827231271211804,-3.4573051795593397,-8.53156198615003,-7.707513000873151,-5.65567068755131,-4.9304853256717305,-5.49409817346072,-8.02331094008486,-8.026586219938151,-2.0116516264490603,12.529034920987101,9.811302270494199,7.368447491330169,4.24026281067494,3.4655065395331603,3.1335632134696096,1.59597531920602,-4.0364623646694096,1.04380672530891,5.9266535755126,0.319466043143198,7.87657444601681,3.36732227150433,2.54217090999368,-0.427190006930141,-1.15650075742106,3.73742281291003,8.00018980228606,11.7150307578592,10.5721071313883,
382912,Thailand,THA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,0.575338838387161,0.46580079112192796,0.5363072243420101,0.23182490835641,0.201963584376141,0.5868291841799711,0.833824533802533,0.5216443200112381,0.8730825582728929,0.9594314419813751,0.419531495642587,0.609104346367882,0.69640732621422,1.7924765718208,2.4573394939179303,2.86320836100382,2.05017784836404,1.89588826120273,1.39967672500184,0.931557287773978,1.22161750231368,1.2761687700494098,2.59338667194541,6.434800522057801,4.8178172556915,2.66312691222271,4.2122256384893,2.48815400350076,3.4359389839969103,3.38947905000647,4.33958498366303,4.02125324565952,3.28356903025998,2.9382480576449597,2.27590655851546,4.3232061999186495,0.6670876305649079,3.2445663280707002,3.79126740597145,1.2214522160316998,2.22411360897473,0.743945816792562,1.7451054649758202,
382928,Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.36214630168787,7.5542544478408304,7.99983078698787,6.83099614370539,8.18166153767717,11.1225184946389,8.61598233328198,8.122270255542901,6.55065988587748,11.4079490662097,4.8953737602429905,4.27850803861051,10.2364330148798,4.466253385754531,4.97040522766497,9.326811081784369,9.84346323531113,10.2957465349385,5.37176651254237,5.17354100571934,5.90686776303642,5.35234875066742,5.584202469190839,5.752430251489931,4.64724035659334,5.53382776724769,9.518946022107901,13.2881140717644,12.190505986610999,11.1671634446292,8.558260321242301,8.0833880234533,8.251043122458531,7.996904854927171,8.12026184388384,5.652373942210669,-2.7535905783671804,-7.63373363126698,4.57229836875581,4.45567603093122,3.44424376568924,6.14887981743266,7.189329964860519,6.289288548619009,4.1878349237258,4.96791682393713,5.43509256989793,1.7256679083397701,-0.690733346164549,7.513590657975099,0.839959472432227,7.242786605425239,2.68737991886854,0.984414063833114,3.0201739932175697,3.28268307477235,3.90297504194695,
383086,Thailand,THA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,3.69863251011904,0.540499290557548,-1.1667368121456598,2.67778345968981,4.31657267302027,8.2453287252076,-1.6676926249448298,-0.252985512003292,3.3333699378438597,-4.9951986079479,-0.7863232944210949,6.33693551322988,18.445642950644697,20.3346923691587,3.48802342846857,4.49708516723513,6.01469871133595,9.69718271551842,8.6455774659964,12.702482790509801,8.37242257435142,5.05785464424613,3.6491556533808,1.4478665785963898,2.17720276750019,1.6531553058301398,4.72321351314125,5.918396548882639,6.11674308707329,5.77318216244282,5.74652378137894,4.49045413125464,6.49193758006805,4.67246270361233,5.7401631146838,4.09786361466999,4.420918563249731,8.063747805900821,-2.57717026305532,1.3307995424263899,1.91770591693992,1.69037942470862,2.14945025946048,3.5691642215525095,5.0914966099465495,5.10427243645672,2.4733287620729505,5.13377532094729,0.19474319600239198,4.08097180495979,3.74310800626228,1.90922873045223,1.7789249809518701,1.44146599320337,0.8593465065103629,2.3608309096704705,2.3137589615166,
383830,Thailand,THA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,2.14196692664011,0.668654304005161,1.51681625070182,1.98287702061075,2.23936340262143,3.40096771486744,5.10943446575506,21.365204851317802,21.269005298032898,17.607675444206,18.439108310295,19.749641262082502,64.10375111778279,67.5787596195302,55.2445234461615,34.8028731387855,3.64608647586936,11.755898533660002,19.943196987595,29.452462702551898,15.294538275123198,25.811861888399502,30.7372586355536,68.6559175883629,67.6344359043816,47.4438631310848,43.7456177505206,42.880502560854296,36.397964340154,44.94743423171921,65.2089719573588,58.0529278822106,60.07963702478639,83.2462339413164,76.2606929777032,67.5926956617757,78.930093918183,74.5854846138562,
383855,Thailand,THA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,11.0411523477572,10.1733454910943,12.5838106133193,11.1938679968034,10.7838382002175,11.6089217201833,11.6614089766394,12.3741280520453,13.143149674710902,13.4769763614363,12.640555768316801,14.1395824361608,14.1067937803599,13.6878368964254,13.6161466582071,13.649990606198099,14.8067322617296,15.5805728846838,16.9073230109204,17.4135039767451,15.591783986099902,15.399215367592301,16.0356890181589,16.4409503109463,16.7262140233971,16.1055168684621,13.788149845615001,12.8892290546975,12.9767252229516,13.0701889780249,13.4703127620992,14.481571095597902,14.8533544003675,16.0618644845,15.6369722360935,15.143146546277,15.384881649526301,14.194247004966302,14.9326392645699,16.361852158515,15.440940672168601,16.9091105037737,15.6222709734797,16.0280877287348,15.509896893692401,,
383959,Thailand,THA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,0.189999997615814,0.509999990463257,0.430000007152557,0.46999999880790705,0.44999998807907104,1.1499999761581399,0.8999999761581421,0.75,0.9200000166893009,0.930000007152557,1.25999999046326,2.66000008583069,4.76000022888184,4.96999979019165,4.92999982833862,3.5,5.76999998092651,3.0399999618530296,1.38999998569489,2.2100000381469704,2.63000011444092,1.35000002384186,1.4900000095367398,1.35000002384186,1.1000000238418601,1.0700000524520898,0.870000004768372,4.49079990386963,4.28030014038086,3.6882998943328897,3.3824999332427996,2.4284000396728502,2.1800000667572,2.0840001106262203,1.84590005874634,1.52260005474091,1.3832999467849698,1.3904999494552601,1.4952000379562398,0.621500015258789,0.6600000262260439,0.5799999833106989,0.48919999599456804,0.575600028038025,0.5967000126838679,0.6880000233650211,,
412955,Vietnam,VNM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
