,Year,Country,Total Events,Total +AvgTone,Total -AvgTone,Total Netral AvgTone,AvgTone,+AvgTone,-AvgTone,Weighted AvgTone,GDP growth,Inflation,FDI,CAB,Unemployment
110,2008,SGP,12120,12065,6,49,5.707396586978789,5.709292194528401,-0.0018956075496120003,5.72974635274341,1.78762022808476,-1.49161008378701,6.347066869875832,14.478429349614403,2.79999995231628
111,2009,SGP,22541,22443,0,98,5.878210413710071,5.878210413710071,0.0,5.70710873473334,-0.6033882983675339,3.5210188950604904,12.380546387128598,16.8485171123675,4.099999904632569
112,2010,SGP,20164,20074,0,90,5.77240998298234,5.77240998298234,0.0,4.8711572704266395,15.240377035941501,-0.0459876080012123,23.2955964706858,23.441580934642896,2.07229995727539
113,2011,SGP,26774,26643,0,131,5.928570963701921,5.928570963701921,0.0,5.595366952020769,6.350673204676402,1.247837140627,17.812155232224,22.150185461982197,1.87109994888306
114,2012,SGP,28202,27978,0,224,5.582428334557849,5.582428334557849,0.0,5.260111925841691,4.08329765028593,0.545308470392698,19.3307336249403,17.0035630982975,1.7853000164032
115,2013,SGP,28208,27297,0,911,2.7379893743002497,2.7379893743002497,0.0,2.64313983644764,5.11108725924601,-0.224575002338085,21.1794457057195,16.5211803644284,1.70799994468689
116,2014,SGP,35281,33871,376,1034,2.6735993697121296,2.70665522427802,-0.03305585456588,2.4659862758118196,3.88388730533306,-0.25475061526808,22.3222539971128,18.680200695827,1.6868000030517598
117,2015,SGP,57780,32926,23397,1457,0.171880427607161,1.4243174869427202,-1.25243705933555,-0.361534383026988,2.24105796825458,3.58655748918486,23.214700740582103,18.5771805921853,1.69260001182556
118,2016,SGP,62403,30123,30701,1579,-0.495766675694524,1.16683462220696,-1.6626012979015,-1.33064697137428,2.39702145797342,-0.0364671237737895,23.970847551014,18.9966116062521,1.80260002613068
119,2017,SGP,49594,24704,23702,1188,-0.40074776588422,1.23858921040317,-1.63933697628738,-1.3587656796231398,3.61854233591816,0.8703980421760631,19.6455735935145,18.829014548154106,1.89890003204346
120,2003,THA,11942,11890,0,52,5.30624707782298,5.30624707782298,0.0,5.3526940573376605,7.189329964860518,2.14945025946048,3.4359389839969103,3.1335632134696096,2.1800000667572
121,2004,THA,10262,10184,0,78,4.58729403754348,4.58729403754348,0.0,4.50959781075304,6.289288548619009,3.569164221552509,3.38947905000647,1.59597531920602,2.0840001106262203
122,2005,THA,8349,8240,31,78,4.58705454774772,4.60777348461676,-0.020718936869036,3.91443956540083,4.1878349237258,5.0914966099465495,4.33958498366303,-4.0364623646694096,1.84590005874634
123,2006,THA,15061,14823,20,218,4.98158483663038,4.98649028809766,-0.004905451467281,4.79915488393727,4.96791682393713,5.10427243645672,4.02125324565952,1.04380672530891,1.52260005474091
124,2007,THA,23303,22996,15,292,4.8354125702249,4.8380510121187505,-0.0026384418938559997,4.76660760705167,5.43509256989793,2.4733287620729505,3.28356903025998,5.9266535755126,1.3832999467849698
125,2008,THA,35852,35588,12,252,4.734834736223781,4.73656992622124,-0.001735189997455,4.653225246654411,1.72566790833977,5.13377532094729,2.93824805764496,0.319466043143198,1.39049994945526
126,2009,THA,55034,54667,0,367,4.9427130045473895,4.9427130045473895,0.0,4.798406575796469,-0.690733346164549,0.194743196002392,2.27590655851546,7.87657444601681,1.4952000379562398
127,2010,THA,47959,47707,0,252,4.74042553039427,4.74042553039427,0.0,4.504770738813111,7.513590657975099,4.08097180495979,4.3232061999186495,3.36732227150433,0.621500015258789
128,2011,THA,65697,65384,0,313,4.8202584501088,4.8202584501088,0.0,4.50185301206283,0.839959472432227,3.74310800626228,0.6670876305649079,2.54217090999368,0.6600000262260439
129,2012,THA,51508,50904,0,604,4.7236310803757,4.7236310803757,0.0,4.376978244620729,7.2427866054252386,1.90922873045223,3.2445663280707,-0.427190006930141,0.5799999833106989
130,2013,THA,49144,47050,0,2094,2.51004034025331,2.51004034025331,0.0,2.36303019469801,2.68737991886854,1.77892498095187,3.79126740597145,-1.15650075742106,0.489199995994568
131,2014,THA,58753,55967,803,1983,2.21180235038533,2.2804080836646,-0.06860573327926402,1.89686799917419,0.984414063833114,1.44146599320337,1.2214522160316998,3.73742281291003,0.575600028038025
132,2015,THA,72843,25821,45549,1473,-2.07642616919835,0.8907625550262779,-2.9671887242246098,-3.72165984944483,3.0201739932175697,0.8593465065103629,2.22411360897473,8.00018980228606,0.5967000126838679
133,2016,THA,69202,24488,43192,1522,-1.7391401710951102,0.88175205379291,-2.6208922248880295,-2.64517968230121,3.28268307477235,2.3608309096704705,0.743945816792562,11.7150307578592,0.6880000233650211
134,2017,THA,53456,20018,32338,1100,-1.62163393451705,0.957348655519556,-2.5789825900366097,-2.6515042655717997,3.90297504194695,2.3137589615166,1.7451054649758202,10.5721071313883,
135,2003,VNM,9222,9182,0,40,5.92887129916396,5.92887129916396,0.0,6.078762431972151,6.8990634917423295,7.1096024617227185,3.6660122920956,-4.88211705933559,2.25
136,2004,VNM,7800,7737,0,63,6.01468688850389,6.01468688850389,0.0,6.17268329783388,7.53641061182057,8.43331212914981,3.54408107288199,-2.10663701040253,2.14000010490417
137,2005,VNM,5078,5027,9,42,5.962822866181821,5.969768845229971,-0.0069459790481550005,5.92390603767961,7.547247727228099,18.8105195726821,3.39040364636363,-0.9719891649195628,
138,2006,VNM,10152,10090,27,35,6.279945819862009,6.284144405698741,-0.004198585836728,6.0515079675986305,6.97795481183347,8.568947974752481,3.61600090432522,-0.24670437369826606,
139,2007,VNM,13135,13082,15,38,5.75228619566787,5.75484361103967,-0.002557415371807,5.439902306078711,7.129504483963232,9.63022561430115,8.65471771434805,-8.981659364124392,
140,2008,VNM,14516,14431,9,76,5.6938611343712,5.6947694019841695,-0.000908267612966,5.433286709372981,5.66177120802432,22.6733161756431,9.6630390545572,-10.917952989609802,
141,2009,VNM,37678,37541,0,137,6.127074504442309,6.127074504442309,0.0,5.92350764512524,5.397897542766758,6.215623148560341,7.1688198749798895,-6.23310022814041,1.73679995536804
142,2010,VNM,39968,39854,0,114,6.455330032073599,6.455330032073599,0.0,6.043666459371309,6.42323821717494,12.074295704776098,6.90061180038446,-3.6883770073054905,1.11360001564026
143,2011,VNM,42659,42479,0,180,6.04683799802388,6.04683799802388,0.0,5.456873286700599,6.24030274887527,21.2606592938748,5.4817993042865085,0.174119062693354,0.999300003051758
144,2012,VNM,43633,43371,0,262,5.55528416641248,5.55528416641248,0.0,5.04898572416138,5.2473671560487,10.9260338090746,5.37029899683215,6.0512128634238,1.02690005302429
145,2013,VNM,38497,37811,0,686,2.8537570952814297,2.8537570952814297,0.0,2.69728661088619,5.42188299130713,4.7606548399290185,5.19792941001523,4.5233666607379694,1.25250005722046
146,2014,VNM,50224,48304,611,1309,2.55830986311646,2.5963778573697205,-0.038067994253261,2.3395986038372003,5.9836546369785095,3.66238381086517,4.94080027304198,5.02619019080434,1.2561000585556
147,2015,VNM,69434,34103,33640,1691,-0.23875797889408,1.27386421057981,-1.5126221894738898,-0.9562514453779821,6.6792887889143095,-0.190788132148072,6.10636115617447,0.468844339618141,1.8585000038147
148,2016,VNM,88302,38170,48037,2095,-0.598587713078802,1.10698751036283,-1.70557522344161,-1.36505598173494,6.21081166789989,1.11064918600108,6.13807236804847,4.01166872626025,1.85150003433228
